node_1|node_2|edge|chunk_id
Authentic Learning|Experiential Learning|relationship between Authentic Learning and Experiential Learning, as both emphasize learning through practical experiences.|32484eca8e947f9b357d5931fcf3b566
Project-Based Learning|Knowledge|relationship between Project-Based Learning and Knowledge, as applying learned knowledge involves guiding learners in a practical project.|de816ad8822466ee0043c9cf22d64286
Reflective Learning|Metacognition|relationship between Reflective Learning and Metacognition, as reflecting on learning experiences involves harnessing embeddings to prompt insightful reflections.|82d75a801da0544020aa82c347a4e316
Transformative Learning|Boundary Crossing|relationship between Transformative Learning and Boundary Crossing, as extending learning boundaries involves identifying opportunities for growth and transformation.|0eb1eaf9b2636450d38940ecfcfb6ba9
ENGAGE|WANDER|relationship between ENGAGE and WANDER, as ENGAGE emphasizes interactive, collaborative, and experiential learning, while WANDER encourages curiosity-driven exploration.|624d3db3b8f7118125adbb810c52d097
QUEST|Wonder|relationship between QUEST and Wonder, as both frameworks encourage learners to explore and discover new concepts.|3576f181f8261b6cf5c65fa10a380a75
Boundaries|Frameworks|The three frameworks – WANDER, ENGAGE, and QUEST – form a continuum of learning experiences|49925cfa220f03bdc93c77b972fc070f
Discovery Learning|Wander Freely|This framework is an example of Discovery Learning|27dc9fdda37546fc493c71ab960814aa
Social Constructivism|Engage with Others|This framework is an example of Social Constructivism|765a60988419f88d2b5f19fd9a35ce01
Problem-Based Learning|Question with Purpose|This framework is an example of Problem-Based Learning|2bc369c4b45b869362d21ba27b068152
Situated Learning|Absorb Experiences|This framework is an example of Situated Learning|ae16218d4a29e980a631187f2e70c8e0
Dialogic Learning|Negotiate Meaning|This framework is an example of Dialogic Learning|abe747e887684e628f28d0e05eb1498e
Challenge-Based Learning|Undertake Challenges|This framework is an example of Challenge-Based Learning|a5c751f47b6279e92cac3492fe426f9c
Constructivism|Nurture Curiosity|This framework is an example of Constructivism|6357481479f2266f7069ee09e32bc7c3
Authentic Learning|Grapple with Complexity|This framework is an example of Authentic Learning|602ec977d4109f1e66d68505b4d5a677
Metacognitive Strategies|Explore Strategically|This framework is an example of Metacognitive Strategies|eddfdb7cbb7ef61bbc47a775f91316b7
Pattern Recognition|Detect Patterns|This framework is an example of Pattern Recognition|7d30b469b023559da37bdbd858dc2650
Project-Based Learning|Apply Knowledge|This framework is an example of Project-Based Learning|542e90ba84f16928656f5c73273eb202
Zone of Proximal Development|Seek Guidance|This framework is an example of Zone of Proximal Development|f59b03278d54992fc0d7470f89b7aaaa
Opportunistic Learning|Embrace Serendipity|This framework is an example of Opportunistic Learning|2749d4c695d4f37519f426461e07e8ae
Metacognition|Gain Insights|This framework is an example of Metacognition|6ca7b39c37509610d22618afee37bd5c
Knowledge Integration|Synthesize Knowledge|This framework is an example of Knowledge Integration|08dca39068d349a513f3049fd0467541
Metacognition|Reflect Playfully|This framework is an example of Metacognition|bd4e61a2575009d0a81050adfeb300cf
Boundary Crossing|Extend Boundaries|This framework is an example of Boundary Crossing|20f39db7a55fb9e4b6f09aa9a8d12619
Adaptive Learning|Track Progress|This framework is an example of Adaptive Learning|40812c660667dc3ddc2cde3c85ca9ea7
AI embeddings|Frameworks|Across all three frameworks, AI embeddings play a crucial role in facilitating learning|07d60d564f374c466f3e61d8f1bdb88c
Boundaries|Frameworks|The three frameworks – WANDER, ENGAGE, and QUEST – form a continuum of learning experiences|49925cfa220f03bdc93c77b972fc070f
Discovery Learning|Wander Freely|This framework is an example of Discovery Learning|27dc9fdda37546fc493c71ab960814aa
Social Constructivism|Engage with Others|This framework is an example of Social Constructivism|765a60988419f88d2b5f19fd9a35ce01
Problem-Based Learning|Question with Purpose|This framework is an example of Problem-Based Learning|2bc369c4b45b869362d21ba27b068152
Situated Learning|Absorb Experiences|This framework is an example of Situated Learning|ae16218d4a29e980a631187f2e70c8e0
Dialogic Learning|Negotiate Meaning|This framework is an example of Dialogic Learning|abe747e887684e628f28d0e05eb1498e
Challenge-Based Learning|Undertake Challenges|This framework is an example of Challenge-Based Learning|a5c751f47b6279e92cac3492fe426f9c
Constructivism|Nurture Curiosity|This framework is an example of Constructivism|6357481479f2266f7069ee09e32bc7c3
Authentic Learning|Grapple with Complexity|This framework is an example of Authentic Learning|602ec977d4109f1e66d68505b4d5a677
Metacognitive Strategies|Explore Strategically|This framework is an example of Metacognitive Strategies|eddfdb7cbb7ef61bbc47a775f91316b7
Pattern Recognition|Detect Patterns|This framework is an example of Pattern Recognition|7d30b469b023559da37bdbd858dc2650
Project-Based Learning|Apply Knowledge|This framework is an example of Project-Based Learning|542e90ba84f16928656f5c73273eb202
Zone of Proximal Development|Seek Guidance|This framework is an example of Zone of Proximal Development|f59b03278d54992fc0d7470f89b7aaaa
Opportunistic Learning|Embrace Serendipity|This framework is an example of Opportunistic Learning|2749d4c695d4f37519f426461e07e8ae
Metacognition|Gain Insights|This framework is an example of Metacognition|6ca7b39c37509610d22618afee37bd5c
Knowledge Integration|Synthesize Knowledge|This framework is an example of Knowledge Integration|08dca39068d349a513f3049fd0467541
Metacognition|Reflect Playfully|This framework is an example of Metacognition|bd4e61a2575009d0a81050adfeb300cf
Boundary Crossing|Extend Boundaries|This framework is an example of Boundary Crossing|20f39db7a55fb9e4b6f09aa9a8d12619
Adaptive Learning|Track Progress|This framework is an example of Adaptive Learning|40812c660667dc3ddc2cde3c85ca9ea7
AI embeddings|Frameworks|Across all three frameworks, AI embeddings play a crucial role in facilitating learning|07d60d564f374c466f3e61d8f1bdb88c
ENGAGE|embeddings|facilitate meaningful collaborations, dialogue, complex problem-solving, practical applications, and transformative boundary-crossing|a909bd5ad0696ce8109dfe167337c65f
QUEST|embeddings|enable targeted questioning, structured challenges, personalized guidance, knowledge synthesis, and adaptive feedback|6541f16f2f77c5a2125a7b655c8fe316
SCRIBER|WANDER|frameworks provide a rich, dynamic, and personalized learning experience that adapts to the learner's needs and interests|cea3b46df341ac48a63df25d8ffdb9a4
ENGAGE|QUEST|frameworks ensure a holistic approach to AI-assisted learning, addressing a wide range of pedagogical principles and learning theories|d98cfa7dc7d82eacea08b889226b6f2f
Seek (Exploration)|Wonder Freely (Discovery Learning)|related to the concept of exploring and discovering new ideas and concepts|08364e7bd1205b5985dcf1ce6c72f861
Engage with Others (Social Constructivism)|Question with Purpose (Problem-Based Learning)|related to the concept of collaborating and questioning to solve problems|525c0f77ed2cd5935194dabdb21ae3a7
Interactive & Collaborative Learning|Critique & Explain (Constructive Critique)|related to the concept of learning through interaction and critique|b627f1215b0217c21009adb3d764429c
Absorb Experiences (Situated Learning)|Negotiate Meaning (Dialogic Learning)|related to the concept of learning from experiences and negotiating meaning|fbe5c463752bab6edc25476cbab7b824
Undertake Challenges (Challenge-Based Learning)|Reflect (Independent Reflection)|related to the concept of reflecting on challenges and experiences|e86108b15c93c21ec359e1f3f2ac2791
Narrative & Reflective Learning|Nurture Curiosity (Constructivism)|related to the concept of learning through storytelling and nurturing curiosity|77329a3dde625d1d9a363abeed7f377b
Grapple with Complexity (Authentic Learning)|Explore Strategically (Metacognitive Strategies)|related to the concept of exploring complex topics strategically|120c79d18fbd1ae5b28be1cf5ba70e73
Scaffolding & Adaptive Tutoring|Inquire (AI Transparency)|related to the concept of using AI for adaptive tutoring and inquiry|b3822635d1926adfbd5b0c6def20a7a7
ENGAGE|embeddings|facilitate meaningful collaborations, dialogue, complex problem-solving, practical applications, and transformative boundary-crossing|a909bd5ad0696ce8109dfe167337c65f
QUEST|embeddings|enable targeted questioning, structured challenges, personalized guidance, knowledge synthesis, and adaptive feedback|6541f16f2f77c5a2125a7b655c8fe316
SCRIBER|WANDER|frameworks provide a rich, dynamic, and personalized learning experience that adapts to the learner's needs and interests|cea3b46df341ac48a63df25d8ffdb9a4
ENGAGE|QUEST|frameworks ensure a holistic approach to AI-assisted learning, addressing a wide range of pedagogical principles and learning theories|d98cfa7dc7d82eacea08b889226b6f2f
Seek (Exploration)|Wonder Freely (Discovery Learning)|related to the concept of exploring and discovering new ideas and concepts|08364e7bd1205b5985dcf1ce6c72f861
Engage with Others (Social Constructivism)|Question with Purpose (Problem-Based Learning)|related to the concept of collaborating and questioning to solve problems|525c0f77ed2cd5935194dabdb21ae3a7
Interactive & Collaborative Learning|Critique & Explain (Constructive Critique)|related to the concept of learning through interaction and critique|b627f1215b0217c21009adb3d764429c
Absorb Experiences (Situated Learning)|Negotiate Meaning (Dialogic Learning)|related to the concept of learning from experiences and negotiating meaning|fbe5c463752bab6edc25476cbab7b824
Undertake Challenges (Challenge-Based Learning)|Reflect (Independent Reflection)|related to the concept of reflecting on challenges and experiences|e86108b15c93c21ec359e1f3f2ac2791
Narrative & Reflective Learning|Nurture Curiosity (Constructivism)|related to the concept of learning through storytelling and nurturing curiosity|77329a3dde625d1d9a363abeed7f377b
Grapple with Complexity (Authentic Learning)|Explore Strategically (Metacognitive Strategies)|related to the concept of exploring complex topics strategically|120c79d18fbd1ae5b28be1cf5ba70e73
Scaffolding & Adaptive Tutoring|Inquire (AI Transparency)|related to the concept of using AI for adaptive tutoring and inquiry|b3822635d1926adfbd5b0c6def20a7a7
Authentic Learning|Scaffolding & Adaptive Tutoring|Provides guidance for effective learning|9ab9b99e97f6fc8b5bba75ebe3bf540e
Metacognitive Strategies|AI Transparency|Helps understand how AI works and makes decisions|5d711a7d193198d1b31c773258c8ce29
Pattern Recognition|Detect Patterns|Recognizes patterns to make informed decisions|07e021d77c444c7f10a59ecbd33f0fd6
Project-Based Learning|Apply Knowledge|Applies learned knowledge to real-world projects|4c936e542961b849334fad12da4aa16a
Zone of Proximal Development|Seek Guidance|Provides guidance for learners to stay within their zone|5b039b08910bbe1ced0f34f8aba27da6
AI to Diversify & Simplify|Broaden/Contract|Helps broaden or contract knowledge as needed|41d6e1205cc10a640856aa1a891d0902
Opportunistic Learning|Embrace Serendipity|Encourages embracing unexpected learning opportunities|39c9147e9733ea6c933f75bb5168e088
Metacognition|Gain Insights|Helps gain insights and understand own thought processes|258ae0e45f70fcb5a6a6f4d0b488545c
Knowledge Integration|Synthesize Knowledge|Combines knowledge from various sources to form new understanding|efc34baaa4073388fae2cae4a009763f
AI as a Questioning Tool|Explain|Provides explanations and insights using AI-generated questions|3ce70691cd6773b7df0758795b8398e5
